Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal
MB_330,23601050.0342874,22092020.5414922,26930773.6905981,4802346.9640996,15901196.8605687,11813637.4201701,16556068.1196149,23251737.4727625,23645866.1063809,26415163.5484991,9198388.84836885,30472333.3028289,12058466.3273214,14209244.0855779,7294875.57592526,13348513.4249786,4581482.4641314,14817057.2684299,15292929.9966878,17800499.8783309,15486725.5979337,26576445.4052831,25708136.1370384,16603451.1989148,25664998.7587095,13595350.8898452,1554727.42217075,10243093.0358829,13430023.2966639,20667253.2952531,16809198.2511259,20894753.7881632,24688841.1192362,22947350.5952053,6349664.8236204,2381008.93319288,27530980.3594404,29758934.1663633,17064400.8361204,22300400.389827,22073692.5085103
MB_331,43208167.0245029,22899870.6679155,20211464.4466843,26460675.7403616,40246262.6288011,22566221.991934,26409251.5956409,11699259.023597,14865697.6013714,38588195.0490872,27321206.6898888,16367127.9299529,19606066.4091095,6153282.79815421,11527311.3816455,7205888.08298058,24991835.4334404,12616773.477175,9589940.62229807,8346880.83989085,20240554.3321782,26788278.6344325,26167169.3026958,27057203.5815162,48052946.1524835,17715124.4732703,29422853.0384912,44978631.1717832,10564760.9335191,22412446.6473939,12838486.9039397,46225403.0469168,23600012.2978934,64457936.3108579,12272750.5287042,18208172.8618733,18855820.415283,8367518.73162306,44125827.0315574,31112232.2884932,28350672.6901543
MB_332,2738908.9145696,7201550.59009799,5055839.11702391,5124236.16749859,3985769.86079678,2931848.86220217,4637388.86406271,4198580.15981943,2531920.41539132,3817020.94159107,3521208.72235782,4070406.45190958,4875827.98322712,3801181.88310135,2670555.02723242,3389478.2408214,3692698.63978729,2939294.21055325,2109089.38610689,5788426.16667445,5503670.11862467,3644002.35383454,5472358.32346652,4656213.36795785,6385339.02987878,4006247.41963185,3899708.01529205,5498850.0359004,4162597.75427627,1571183.69017072,3693884.44826139,3681859.65441232,5483053.87997362,6386031.44194593,4105516.12640646,3513130.08971744,3994399.60843298,2623441.53181923,4590868.4806838,4183189.69940446,4608764.25502015
MB_333,43446581.3136554,48015613.2106427,49449128.8459329,49574074.4189885,72216429.6857791,71829073.2307518,50479643.0749226,40426264.8689847,55772763.320949,74272046.1999813,50507374.0966847,44924543.7562678,114668776.145635,43438770.5236323,68086403.9880425,58191916.7196862,91088167.6326273,60088445.9807645,117214034.664734,79179310.1934375,111608403.288924,106090760.367038,74409598.6940632,83809155.4163495,78544634.3235238,85718005.4177511,86932508.1967345,87885289.5521841,66978428.4288101,84452622.7767292,273582045.319258,70337567.7548535,80873103.1948176,99697772.7307154,100662958.66908,450171371.663561,74415305.5287925,78197118.3568185,79015408.711966,116275015.956471,95682414.3613952
MB_334,23090206.4857799,8399039.33140961,8826979.85049092,15489107.2278742,43912909.4945447,11364590.528924,27896715.405442,17339550.0993088,11171842.6256314,23896163.3118153,7966261.78601063,25162718.3219172,15239615.4422479,4878784.3518442,13827428.1312199,4000688.47777504,12561389.7448504,23267074.8405949,12007540.9395709,11570282.3536876,9373520.73181026,11727502.2226681,16121556.0820139,5941685.60674611,906622.765598442,14680211.6278596,12479795.1635169,9999627.85635026,18718504.0198737,5134887.80869832,19142871.7217386,11859132.2509142,11283395.2645161,39896880.4344916,11064912.0281152,20440023.9562498,5068723.94896401,8660245.55052528,14087692.2761135,19411433.9506663,343523.404796151
MB_335,5097938.32791089,8845488.94832782,15072958.9914891,7777666.39518761,15915125.9319338,6576534.20391073,2156524.56098963,11288040.8677587,4225294.96399217,4418738.97395924,10345412.8181188,16149338.3136657,2910468.00497973,7802120.55032835,11739664.174608,9536485.68839255,1559019.44814293,5385448.66285872,10195825.1546012,15575970.1006537,11450012.1909968,11608033.2382614,13791502.3961129,6465047.42078065,16635846.8442488,9795880.29219165,5926380.51368676,9654485.17814386,3738590.66072376,18892281.9877895,3787062.8814284,6305214.29304655,15430030.4242924,14745310.779988,12879142.2484423,15948645.9120073,20369312.5917782,14187258.6731809,14716542.5452145,2266739.69368537,14869455.7452024
MB_336,13106938.4064116,9693984.75496183,8404733.12828952,13221978.102531,12451007.5787208,5549045.40932279,4126698.53099642,8295913.29694682,17086312.1615957,10814243.132884,9794833.87984234,16233965.3965468,4399215.46445057,13911558.4409117,4745501.01474434,12963731.5654396,5488475.05599491,6318379.88732489,9464660.9060956,17508616.4441278,5506312.22035451,11125895.8824159,9980723.29159741,12366869.9578848,5884611.9528717,4887120.30682605,835412.101292362,16659423.7837113,14372052.328255,1004170.4314077,8595695.77901314,18584102.6927064,6566016.91580808,15026897.9732929,7373476.39004006,12732828.6906212,7150253.13059022,14072861.1648538,4948270.61460724,5513623.71395511,9395259.75667063
MB_337,12294204.7884442,13660344.6668402,2761709.96929148,8903752.69695348,16654697.4549152,1505979.24483794,5127006.08212041,12436429.1462092,3189889.20844882,3250301.04368662,1426552.08286542,12394409.9274337,13187503.9984548,11571082.4797726,10453984.2970792,9054833.41676743,7114135.85221956,10644741.9034231,19489594.5671996,7217023.05732629,5621993.6299257,1335861.05109479,10577457.523735,9281396.32968367,11320218.083609,11173198.3998511,14451742.983031,14692715.4784809,11422658.8659934,11685898.925325,10881629.1610201,8585768.75725163,13559152.997256,15811976.6589831,10277742.9905634,7645927.69434269,11966055.1717049,9295100.51510874,16400016.8603028,12283868.8991493,11589477.2634102
MB_338,5184180.26055001,4816493.95927119,5358611.30406287,2708634.34156253,7647769.8904835,6346671.8856196,7188237.25242043,6926605.2158627,6485997.21175982,4435306.76271614,6673676.89422284,5137572.9394211,5206664.05242107,6553314.04742415,4834357.17519408,8656684.05820883,7191647.59449455,7636953.35082594,6496998.77423552,4810317.84484103,3459753.3838088,5886341.91689954,4139120.65634389,5563007.90880001,4407503.18087303,3650659.70054218,4752050.14212227,4149130.42062224,5761152.8111682,4706024.01790028,6710037.95635717,4559608.1377056,4752377.3006114,5679712.93595808,3064468.98502264,5886586.4290187,3727193.33654534,5073571.00481346,5832444.84990359,3918711.92615019,5150071.3541761
MB_339,10903631.7396684,15177389.3246005,6686474.20273421,16394742.818022,3762361.59291041,2616.08146169782,16213805.6879285,8214109.00069905,11920286.1883696,7225664.23805182,10040157.7365118,16824965.311817,6922750.71592951,7455116.98985241,15649561.9692896,15887406.8982108,13524770.5269658,14255260.1174162,7488580.00846408,7328803.19647277,14283126.1837384,17677529.2832575,19470407.6131285,10184192.2472901,18948203.0104867,18485866.5747539,17095831.2839092,7263879.30302232,16054501.4017802,6735832.13427318,13413077.2722638,15365422.7531404,5193283.27942636,9757067.28406854,410400.577424506,27870775.744955,17745414.8345459,9627683.44364005,16519526.0634293,5468515.59907664,13386657.2339111
MB_340,8716508.55899723,7990193.03520537,5922466.74021386,8077683.70088997,6769411.7216118,12780076.7306582,11536161.2428618,2359535.51962415,13531771.9032003,11869219.7879458,4933668.62938795,3220574.87940009,10641767.2510512,8953830.10015038,6641231.1807507,6321515.389321,10363864.6974975,14636123.7256904,6729107.8847098,6949884.83577132,7783740.70228896,4467966.78920159,1896515.80432077,7470237.1490815,11365633.9110929,14766614.1009591,6503819.98731117,10237830.4614506,11418936.4703655,13228800.5178563,12477903.2351149,5226975.33689591,9394596.99519447,9287226.19901527,11682057.7480376,7393199.66237863,13926749.8188394,8327727.27200137,6922542.00450223,1626314.61215148,5914621.26758056
MB_341,12975124.6137951,5845139.64221741,30738129.6734288,19211650.9028663,18895961.4256974,30201178.1808115,11100359.7496272,12252435.0318814,20765926.3911957,18614687.649836,1065745.65328402,16650935.6458516,8988680.90076529,27210584.041373,15394151.7885885,13376815.695577,5691168.88904186,12446650.2532541,23132379.3426347,14872997.036009,23916064.0370101,20130549.2368933,6653162.18661453,39024215.522046,18805253.2982403,9319791.80263976,6650699.96869641,7028022.30848689,4384515.66983794,29505021.3314406,27433168.7487265,16662942.5761089,28257035.3039902,9295145.26124894,98334422.6959975,24206036.7564589,22314582.7070562,21047340.2239972,48382645.8711513,29169550.8949119,23701474.8838241
MB_342,20719765.9731513,17066309.3108685,2752710.59949475,10700276.8469251,21923018.5892225,18801423.7986579,2442520.88329301,14567840.2325164,9966920.52280429,5918425.41750813,24070034.3443723,2394273.12482538,3121358.23294906,31114194.0573914,20361674.4913655,37477986.114497,6652172.117069,5446769.74915051,12186768.359795,4449158.36890905,12648873.1629262,13285826.0350416,22469032.8528392,14739348.825621,23054920.438452,4326220.04856243,14896840.9834696,17405046.7526507,27548268.7410568,19780422.2257389,34275399.6440278,32725090.1441254,9399593.2899933,27647787.3620065,4037827.76372824,6141127.52306158,28181149.9023496,7740394.03363042,12039550.6185218,12668159.4211611,13083537.6655961
MB_343,5163816.49893232,12770292.0590565,2287977.47079359,10928253.0419651,10947591.5763853,23775587.0128482,11604573.8667228,25501089.5981754,18001455.3138725,20063262.879123,16813358.4779746,23082347.4935659,10907596.5245319,7830154.14889253,7341288.76528329,18460255.1129328,12229519.272023,15447822.4465514,14349512.5638318,14015456.5204556,19010304.1557017,14677467.3645244,7920196.68788712,7816943.00850953,6147515.71550712,11772039.3116096,22719659.0151565,16888534.3182568,8992896.42518451,13216457.6969724,13020757.6188847,12416337.5297786,22473214.3128058,2374577.13918965,13725193.9842165,13224650.0308349,638008.659541083,15770795.5629783,21745737.2450491,5685580.38629969,17817599.0194532
MB_344,5997905.80225463,17785497.8629966,18535095.7603844,8979843.64690916,6342492.94817385,11770340.6682778,8541928.21999841,9057639.27586252,10650871.8821962,11337733.8246602,12029753.2102834,14475153.2212813,8750521.05915299,1585369.78673594,14547716.3934523,12978452.3671054,10610115.5467499,4037779.27316814,6188623.97906667,27794733.658049,10538023.2464306,3063749.4737277,14081114.51411,12382620.9956457,12268407.3040944,10615889.1814309,4877136.74523884,15704522.7907011,14508174.4902786,13037641.5400048,18046739.3164566,21343748.0844826,11967681.6026757,7623754.83810165,4291635.16670362,14697803.6710599,20930687.9092344,1936689.65563111,1306657.54258507,14040812.889098,10652025.7730491
MB_345,6564645.30149321,10725491.6769346,2365621.31322289,7421273.14883527,7388671.09098831,6094153.58652283,6104320.11374215,10205884.2394487,8537527.75139399,8354426.25477163,7599238.74632294,6482794.47284219,9648375.92704276,4390497.24078993,9404830.47909483,9775001.43640414,8776725.47816027,7520954.48897938,6890575.26747912,6958707.88366397,9550894.27569266,7432949.4413911,6351746.64360559,5915435.78348623,4350756.41429848,6634434.99809297,7019392.87985629,663429.491936266,4473534.21668433,7510637.48336786,6380102.14437819,4189689.69437395,5531625.01169381,5248219.8840239,28279020.6415943,7647425.63299578,2612990.60540889,4266216.29049552,6602058.75939041,6928647.40858203,5409861.32989035
MB_346,7125112.39787062,9026794.95854013,8548324.93143251,9535170.90996162,12917199.5665668,5953917.24577736,3121355.09418395,9635180.55876344,5668369.1670783,6727223.56208346,9529821.80674564,5265776.38590266,8288795.47571299,4357272.28636326,2546547.42250501,6914383.74925318,5091882.69667435,4534831.34864398,5887009.52656584,4530271.21799228,7226355.42204147,7366254.06255176,4596471.47577167,8167933.95440223,8039853.67322979,5621510.80618534,8032507.50478663,5737161.43773433,5924573.21805144,7717727.119395,6967647.53181229,8095477.17070393,11676901.3074267,5469423.55079541,9014738.08096336,4091988.18924057,8025827.68879514,7707995.73270758,5114107.86756118,4809144.9315357,10376594.4001529
MB_347,9898158.9673133,7558556.28862389,12732407.9752978,4100006.54654915,15470243.5469275,13794014.0467263,4501913.31602769,8874800.93101507,3579423.78814448,6833411.0525652,5104886.52476334,5976788.12642902,17006178.7593134,11152543.3538195,6991307.27195636,7274884.04206367,12934690.5066425,12178980.8034481,8384279.71227716,6827234.96074948,9316925.46733422,9740468.40776574,14234246.8735951,9453172.49034005,18000208.9191474,14650366.6220767,6008208.39175676,10440147.575203,11740098.6385782,14552806.0263753,11499414.3041766,8432539.55490226,13351510.3380269,6337642.6099562,6685187.82551321,9677011.68132851,4427393.75631349,8194742.78469054,10350593.5131149,11788392.7010281,3933985.56742267
MB_348,4186596.53032478,5144558.57848159,5376357.72231319,4909725.59954375,4941840.167578,5266767.63596081,5617462.14987171,3568134.13190619,4476102.43243041,3818235.02817644,4675744.34593589,4458821.2930108,4285728.57724494,3238123.76534593,6617906.10338534,7080934.16306912,6317529.9917453,4809908.90792537,4889211.22548548,3968170.62729973,5787669.37595405,5051825.06248741,4210969.15961275,3422952.65931891,4851759.09391149,5860320.02143357,3648101.74681041,5439341.3873828,4945538.93849658,4442099.70245935,4572889.49546487,3119771.4134144,6059813.31139398,4082510.9762566,4922514.62050211,4075369.97934871,5878679.56823532,4932298.72454374,3946021.01438285,2428848.34882838,3106027.0964577
MB_349,19086818.6167493,29308947.691558,26849995.5815699,32322581.1156875,37660327.6088447,21595574.2314639,29962869.9873731,51089264.5455844,29164389.3574174,30345108.7393417,18389758.3436734,46194996.0055699,399526.988446504,32792108.9543806,38433379.0693641,15182567.9159678,44115232.9634162,23516490.8512814,12560519.9854245,38735721.1469032,18321886.1506748,38435279.4941305,42473033.3839667,2330102.06720549,36069610.1768791,25720325.3913401,34288889.1301742,24412442.7116757,15945351.6161825,23532247.8234679,43401292.3321934,28180797.3668843,54026040.5897033,14925092.0689805,22333665.437772,39304411.334072,37171834.4781059,3730107.53320696,34636663.1452307,1554669.21137033,25447470.8409374
MB_350,19045976.4409696,26057407.6622846,29806485.7906435,17346713.9358533,10833309.8511394,7498234.24994743,14386141.2126663,19775086.0323356,16841244.6260037,15008044.0191947,10643429.8733472,13571574.9344305,9195659.92148749,13831366.0642279,12456226.3503426,16965546.1246782,15522632.7840875,13024461.7014845,18046208.9517465,8354249.38407528,19841997.4683551,22854633.5723591,23743590.7476459,13653359.3498218,7836315.05903038,24620028.0423067,25239616.0010102,18154930.7476259,20896602.6289123,6610004.19846771,7190506.86002138,9878509.04672738,19825797.8874639,6562445.22208231,9033521.78992002,10000439.8899491,15182237.1970873,14215324.8066484,11526840.1313681,18675788.1514925,12286052.0120937
MB_351,16558372.6850567,15700081.7459137,5766813.40473759,20279045.3792094,7480701.51223966,11097235.3418845,8091751.91620348,6142911.53332482,15068065.8351423,7657131.96757975,9018496.34535192,9506239.76144728,13283305.5568695,13054557.4648097,279909.548600366,6688623.4842156,9901999.79566954,6437141.51255975,9821942.55628266,24963728.5363308,16875970.610495,17826591.087381,8638834.75514668,9628204.54146117,14084814.2460039,8800468.12327477,13484228.7141643,7963546.78775666,12834150.3229546,9540982.97999311,10056879.2103043,14817939.9893,19249388.652975,3580173.24636178,12925028.1465372,21846833.1410098,9387793.82229829,7376278.40790122,12800944.993144,22420890.0664729,4529165.49222345
MB_352,5142534.93171476,7529996.91734809,8288813.11859423,3026920.25029835,13781782.1518736,10851975.8955098,2828013.27771345,9285267.07365831,6356444.62273088,5529037.74225465,14106381.5211092,8289806.15221538,13997589.1790218,1781309.62693081,4783001.62300488,10482798.4436102,7443663.57980314,3166037.35186786,6515498.3842216,8603196.14170125,3766626.93648009,5553593.37066257,12223039.2204944,8224773.39982466,12578518.9042393,5540186.78115625,13891599.170454,10072140.8083412,13876845.4332728,11538058.491079,755404.201142346,3270184.41343668,11119176.3586034,230954.906450239,8152740.13361757,9579118.07371168,6568890.86147734,11399181.3460708,8149469.50995099,5158496.77786377,9620882.15450963
MB_353,10198187.4284354,27349715.3959072,36263403.1968562,18818835.736202,83137875.3481803,64721438.4505377,36211285.7266708,30044143.896495,31630686.6040225,24846785.9351783,43863243.0255377,24893332.0791465,20957961.3781063,21688555.1771509,52915389.3680596,47120244.817548,25120230.0586115,59657382.0390093,10174515.2599572,55514908.6978681,26717110.9991319,25446152.7386871,58448393.323819,22211618.184726,39858172.5409642,33526358.9963873,56325907.5023695,37590205.8963893,56049641.308163,19616343.0319304,38475131.9454132,56887994.3691783,3000850.99047803,11771419.6077166,41056132.6600009,20385347.0092362,15209402.5668017,63618724.6142757,62317162.3702971,74568824.2458067,28623061.6481194
